frame,object_id,label,confidence,x1,y1,x2,y2,depth_m
0000000008,2,cyclist,0.640,869,203,981,267,11.756
0000000008,3,pedestrian,0.611,881,165,949,246,11.643
0000000008,4,car,0.544,448,174,485,199,43.726
0000000009,0,pedestrian,0.737,193,172,242,276,11.802
0000000009,1,pedestrian,0.712,1058,137,1129,279,8.912
0000000009,2,car,0.567,447,174,484,199,43.726
0000000009,3,pedestrian,0.452,924,153,987,233,11.779
0000000009,4,cyclist,0.429,897,198,1020,262,11.802
0000000010,0,pedestrian,0.807,196,174,247,274,11.779
0000000010,1,pedestrian,0.709,1072,138,1136,278,8.912
0000000010,2,pedestrian,0.574,918,139,995,248,11.733
0000000010,3,car,0.569,448,174,484,200,43.105
0000000010,4,cyclist,0.267,889,196,1087,268,11.733
0000000011,0,pedestrian,0.639,972,148,1041,264,11.599
0000000011,1,car,0.600,448,174,485,199,43.413
0000000011,2,pedestrian,0.526,191,178,248,281,11.643
0000000011,3,car,0.472,887,163,983,199,31.329
0000000011,4,pedestrian,0.400,1086,146,1152,288,8.886
0000000011,5,cyclist,0.349,906,168,1076,262,11.825
0000000012,0,car,0.825,875,163,982,198,31.656
0000000012,1,pedestrian,0.762,221,174,268,269,11.825
0000000012,2,pedestrian,0.601,1101,139,1169,280,8.873
0000000012,3,car,0.599,447,174,485,199,44.042
0000000012,4,cyclist,0.474,975,175,1058,266,11.756
0000000012,5,pedestrian,0.279,199,175,244,270,11.533
0000000013,0,pedestrian,0.819,1118,136,1185,276,8.860
0000000013,1,car,0.751,871,163,972,199,31.656
0000000013,2,pedestrian,0.539,228,177,273,268,11.802
0000000013,3,car,0.500,448,174,485,199,43.726
0000000013,4,cyclist,0.490,1005,179,1105,255,11.848
0000000014,0,pedestrian,0.841,1131,138,1191,272,8.834
0000000014,1,pedestrian,0.789,232,173,282,273,11.779
0000000014,2,car,0.711,869,165,959,198,31.989
0000000014,3,car,0.583,447,174,485,199,43.726
0000000014,4,pedestrian,0.449,1025,152,1093,234,11.825
0000000014,5,cyclist,0.388,1023,180,1124,257,11.848
0000000014,6,pedestrian,0.288,202,177,256,283,11.489
0000000015,0,car,0.796,870,163,935,196,32.853
0000000015,1,pedestrian,0.709,235,172,284,276,11.666
0000000015,2,car,0.623,448,174,485,199,43.413
0000000015,3,pedestrian,0.534,1056,147,1120,215,11.848
0000000015,4,cyclist,0.433,1043,183,1155,254,11.871
0000000015,5,pedestrian,0.352,1147,136,1221,276,8.808
0000000016,0,pedestrian,0.828,1155,129,1221,280,8.860
0000000016,1,pedestrian,0.778,238,168,285,276,11.599
0000000016,2,pedestrian,0.767,1075,143,1145,238,11.871
0000000016,3,car,0.705,864,160,916,198,32.677
0000000016,4,car,0.578,448,174,485,199,43.413
0000000016,5,pedestrian,0.549,986,145,1027,216,18.993
0000000017,0,pedestrian,0.714,227,171,291,289,11.403
0000000017,1,car,0.556,447,174,484,199,43.726
0000000017,2,pedestrian,0.520,1161,138,1221,273,8.873
0000000017,3,pedestrian,0.423,984,142,1028,217,18.993
0000000017,4,pedestrian,0.421,1103,143,1171,218,11.894
0000000017,5,cyclist,0.415,1091,182,1207,251,11.871
0000000017,6,pedestrian,0.256,265,174,307,265,11.825
0000000018,0,pedestrian,0.727,240,168,281,278,11.234
0000000018,1,car,0.563,447,174,484,199,44.042
0000000018,2,cyclist,0.517,1119,162,1211,247,11.941
0000000018,3,pedestrian,0.508,266,176,305,262,11.577
0000000018,4,pedestrian,0.370,985,140,1026,216,19.053
0000000019,0,pedestrian,0.681,257,168,317,268,11.511
0000000019,1,pedestrian,0.602,1157,137,1217,224,11.941
0000000019,2,car,0.564,448,174,485,199,43.726
0000000019,3,pedestrian,0.362,985,140,1026,216,18.993
0000000020,0,pedestrian,0.588,263,174,321,267,11.511
0000000020,1,car,0.519,448,174,485,199,43.726
0000000020,2,pedestrian,0.456,1171,125,1223,233,11.988
0000000020,3,pedestrian,0.262,984,140,1024,216,19.053
0000000021,0,pedestrian,0.590,285,173,329,271,11.511
0000000021,1,car,0.539,448,174,484,199,43.413
0000000022,0,pedestrian,0.742,282,170,344,276,11.533
0000000022,1,car,0.466,448,174,484,198,44.042
0000000023,0,pedestrian,0.532,274,169,350,293,11.382
0000000023,1,car,0.528,448,174,484,199,43.413
0000000023,2,pedestrian,0.277,855,140,912,304,7.873
0000000024,0,pedestrian,0.653,284,168,345,294,11.173
0000000024,1,pedestrian,0.625,864,149,937,316,8.029
0000000024,2,car,0.475,448,174,484,199,43.413
0000000025,0,pedestrian,0.702,873,150,939,316,8.040
0000000025,1,car,0.539,448,174,484,198,44.042
0000000025,2,pedestrian,0.295,992,146,1027,216,9.996
0000000026,0,pedestrian,0.817,883,139,946,302,8.050
0000000026,1,car,0.595,448,174,484,199,43.413
0000000026,2,pedestrian,0.535,329,169,381,275,11.621
0000000026,3,pedestrian,0.270,993,145,1026,215,9.996
0000000027,0,pedestrian,0.728,884,152,961,313,8.040
0000000027,1,car,0.519,448,174,483,200,43.413
0000000027,2,pedestrian,0.415,335,168,385,276,11.555
0000000028,0,car,0.541,448,173,484,200,43.413
0000000028,1,pedestrian,0.522,322,172,374,295,11.111
0000000028,2,pedestrian,0.397,881,160,969,306,8.191
0000000029,0,car,0.552,448,173,484,199,43.726
0000000029,1,pedestrian,0.419,884,151,1009,313,8.236
0000000029,2,pedestrian,0.410,325,173,388,295,11.111
0000000030,0,pedestrian,0.679,905,159,955,286,8.418
0000000030,1,car,0.612,449,173,483,200,43.726
0000000030,2,pedestrian,0.600,915,150,1003,314,8.029
0000000030,3,pedestrian,0.412,365,168,417,277,11.511
0000000030,4,pedestrian,0.254,971,149,1033,292,7.935
0000000031,0,pedestrian,0.833,922,141,1000,300,8.180
0000000031,1,car,0.584,449,174,483,200,43.726
0000000031,2,pedestrian,0.526,352,170,427,276,11.511
0000000031,3,pedestrian,0.397,968,142,1037,295,7.945
0000000032,0,pedestrian,0.812,932,143,994,300,8.395
0000000032,1,pedestrian,0.733,972,142,1038,297,7.945
0000000032,2,car,0.564,449,173,483,199,43.726
0000000032,3,pedestrian,0.289,374,165,433,278,11.511
0000000033,0,pedestrian,0.936,972,140,1045,306,7.987
0000000033,1,pedestrian,0.675,943,145,996,302,8.418
0000000033,2,car,0.579,445,173,482,199,44.042
0000000033,3,pedestrian,0.446,370,175,430,291,11.152
0000000034,0,car,0.736,443,173,481,200,43.413
0000000034,1,pedestrian,0.568,960,152,1005,295,8.395
0000000034,2,pedestrian,0.432,976,148,1050,299,8.008
0000000034,3,pedestrian,0.361,381,174,442,290,11.173
0000000035,0,pedestrian,0.720,967,153,1062,308,8.093
0000000035,1,car,0.666,444,172,481,200,42.802
0000000035,2,pedestrian,0.301,392,161,437,281,11.152
0000000036,0,pedestrian,0.889,981,144,1044,294,8.360
0000000036,1,pedestrian,0.816,1010,131,1083,311,7.914
0000000036,2,car,0.520,445,173,484,201,43.105
0000000036,3,pedestrian,0.472,402,169,464,277,11.511
0000000037,0,pedestrian,0.935,1019,132,1098,305,7.935
0000000037,1,pedestrian,0.696,995,146,1051,293,8.360
0000000037,2,pedestrian,0.650,410,161,475,282,11.489
0000000038,0,pedestrian,0.839,1027,135,1113,305,7.935
0000000038,1,pedestrian,0.724,423,163,476,285,11.425
0000000038,2,pedestrian,0.272,1001,162,1031,219,8.512
0000000039,0,pedestrian,0.770,417,170,486,290,11.193
0000000039,1,pedestrian,0.572,1015,140,1142,305,8.082
0000000039,2,pedestrian,0.336,981,145,1016,218,19.234
0000000040,0,pedestrian,0.755,1016,139,1149,303,8.236
0000000040,1,pedestrian,0.730,440,163,485,285,11.297
0000000040,2,pedestrian,0.314,982,144,1018,217,19.113
0000000040,3,pedestrian,0.261,1028,139,1083,278,8.418
0000000041,0,pedestrian,0.882,446,166,505,279,11.468
0000000041,1,pedestrian,0.690,1049,145,1095,271,8.337
0000000041,2,pedestrian,0.547,1040,141,1166,303,7.935
0000000042,0,pedestrian,0.925,451,168,511,280,11.403
0000000042,1,pedestrian,0.736,1065,138,1136,295,8.158
0000000042,2,pedestrian,0.690,1106,137,1175,303,7.693
0000000042,3,pedestrian,0.364,985,145,1020,217,19.113
0000000043,0,pedestrian,0.933,457,167,524,280,11.403
0000000043,1,pedestrian,0.786,1065,139,1128,299,8.395
0000000043,2,pedestrian,0.683,1112,135,1176,305,7.616
0000000043,3,car,0.529,447,173,481,200,48.237
0000000043,4,pedestrian,0.339,985,146,1024,215,19.053
0000000044,0,pedestrian,0.876,464,165,525,278,11.425
0000000044,1,pedestrian,0.736,1113,128,1195,312,7.645
0000000044,2,pedestrian,0.645,1074,142,1145,297,8.372
0000000044,3,car,0.614,448,173,481,200,42.802
0000000044,4,pedestrian,0.461,986,144,1025,216,18.993
0000000045,0,pedestrian,0.805,485,167,532,274,11.489
0000000045,1,car,0.720,449,173,482,199,44.364
0000000045,2,pedestrian,0.598,1125,130,1214,311,7.616
0000000045,3,pedestrian,0.587,1085,143,1148,296,8.406
0000000045,4,pedestrian,0.461,989,143,1027,217,10.013
0000000046,0,pedestrian,0.894,1112,129,1194,307,8.061
0000000046,1,pedestrian,0.730,1161,133,1220,304,7.588
0000000046,2,car,0.663,448,174,483,200,44.042
0000000046,3,pedestrian,0.437,988,143,1027,216,10.029
0000000046,4,pedestrian,0.376,493,168,554,276,11.468
0000000047,0,pedestrian,0.909,1113,133,1178,280,8.349
0000000047,1,pedestrian,0.843,499,167,554,278,11.425
0000000047,2,pedestrian,0.697,1161,138,1221,298,7.607
0000000047,3,car,0.589,448,173,484,199,43.726
0000000047,4,pedestrian,0.506,987,142,1025,217,18.993
0000000048,0,pedestrian,0.907,503,168,564,277,11.382
0000000048,1,pedestrian,0.875,1124,135,1192,278,8.372
0000000048,2,pedestrian,0.547,987,142,1025,216,18.993
0000000048,3,pedestrian,0.545,1182,137,1224,276,7.645
0000000048,4,car,0.515,448,174,483,199,44.042
0000000049,0,pedestrian,0.875,514,166,572,282,11.382
0000000049,1,pedestrian,0.792,1135,137,1206,281,8.383
0000000049,2,pedestrian,0.519,1185,139,1224,276,7.822
0000000049,3,pedestrian,0.499,987,142,1025,216,19.053
0000000049,4,car,0.477,449,174,484,199,44.364
0000000050,0,pedestrian,0.870,528,166,573,279,11.360
0000000050,1,pedestrian,0.744,1151,134,1218,281,8.326
0000000050,2,car,0.474,449,174,485,200,43.726
0000000050,3,pedestrian,0.464,986,139,1025,217,19.053
0000000051,0,pedestrian,0.852,1160,124,1222,290,8.395
0000000051,1,car,0.523,449,174,484,199,43.726
0000000051,2,pedestrian,0.474,986,141,1025,217,19.053
0000000051,3,pedestrian,0.394,534,165,580,278,11.173
0000000052,0,pedestrian,0.814,1182,129,1223,282,8.326
0000000052,1,car,0.524,449,174,485,199,44.042
0000000052,2,pedestrian,0.438,985,141,1024,217,18.993
0000000053,0,pedestrian,0.659,553,169,602,276,11.132
0000000053,1,car,0.553,449,174,485,199,43.726
0000000053,2,pedestrian,0.407,987,142,1026,217,18.993
0000000054,0,pedestrian,0.748,557,166,604,275,11.214
0000000054,1,car,0.586,449,174,485,199,44.042
0000000055,0,car,0.566,448,174,484,199,43.726
0000000055,1,pedestrian,0.532,568,165,612,277,8.258
0000000056,0,car,0.561,449,174,485,199,44.042
0000000056,1,pedestrian,0.479,576,163,620,278,4.752
0000000057,0,car,0.575,448,174,484,200,43.726
0000000057,1,pedestrian,0.255,986,142,1026,217,18.993
0000000058,0,car,0.572,448,174,484,199,43.726
0000000059,0,car,0.608,449,174,485,199,44.042
0000000060,0,car,0.586,448,174,484,199,43.726
0000000060,1,pedestrian,0.270,986,141,1026,216,18.993
0000000061,0,car,0.538,448,174,484,199,43.413
0000000061,1,pedestrian,0.262,986,142,1025,217,19.053
0000000062,0,car,0.612,448,174,484,199,43.413
0000000062,1,pedestrian,0.319,987,141,1026,217,18.993
0000000063,0,car,0.584,448,174,484,199,43.726
0000000064,0,car,0.625,448,174,485,199,43.105
0000000064,1,pedestrian,0.330,987,142,1026,217,18.993
0000000065,0,car,0.556,448,174,484,199,43.413
0000000065,1,pedestrian,0.271,985,142,1025,216,18.993
0000000066,0,car,0.634,448,174,484,199,43.413
0000000066,1,pedestrian,0.326,985,141,1025,216,19.053
0000000067,0,car,0.638,448,174,484,199,43.105
0000000067,1,pedestrian,0.301,986,142,1025,217,19.053
0000000068,0,car,0.649,448,174,484,199,43.105
0000000068,1,pedestrian,0.363,986,141,1026,216,18.993
0000000069,0,car,0.714,447,174,484,199,43.105
0000000069,1,pedestrian,0.357,986,142,1025,217,18.993
0000000070,0,car,0.701,446,174,483,200,42.802
0000000070,1,pedestrian,0.281,986,140,1026,216,18.993
0000000071,0,car,0.765,445,174,484,200,42.802
0000000071,1,pedestrian,0.324,987,141,1025,217,18.993
0000000072,0,car,0.743,446,174,484,200,42.802
0000000072,1,pedestrian,0.398,986,142,1026,217,18.993
0000000073,0,car,0.795,445,174,483,200,42.802
0000000073,1,pedestrian,0.395,986,142,1025,217,18.993
0000000074,0,car,0.811,444,174,483,200,42.503
0000000074,1,pedestrian,0.364,987,142,1026,216,18.993
0000000075,0,car,0.826,445,174,483,201,42.207
0000000075,1,pedestrian,0.480,986,141,1026,217,19.053
0000000076,0,car,0.795,445,173,482,200,42.207
0000000076,1,pedestrian,0.407,985,141,1024,217,19.053
0000000077,0,car,0.747,445,173,482,200,42.207
0000000077,1,pedestrian,0.397,985,141,1026,216,18.993
0000000078,0,car,0.753,444,174,482,201,42.207
0000000078,1,pedestrian,0.482,985,140,1024,217,19.053
0000000079,0,car,0.745,443,174,483,201,42.207
0000000079,1,pedestrian,0.481,985,141,1025,217,19.053
0000000080,0,car,0.792,442,174,483,201,42.207
0000000080,1,pedestrian,0.388,985,140,1024,217,19.113
0000000081,0,car,0.802,443,174,484,201,41.916
0000000081,1,pedestrian,0.397,985,143,1025,217,18.993
0000000082,0,car,0.782,442,174,484,201,41.916
0000000082,1,pedestrian,0.514,983,139,1024,216,19.113
0000000083,0,car,0.824,440,174,482,202,41.916
0000000083,1,pedestrian,0.404,984,141,1024,216,19.053
0000000084,0,car,0.832,439,174,481,202,41.346
0000000084,1,pedestrian,0.475,985,141,1024,217,19.113
0000000085,0,car,0.678,439,174,480,202,40.791
0000000085,1,pedestrian,0.358,985,141,1024,217,19.053
0000000086,0,car,0.700,436,174,479,202,39.467
0000000086,1,pedestrian,0.394,985,140,1025,216,19.053
0000000087,0,car,0.742,435,174,479,203,38.467
0000000087,1,pedestrian,0.337,984,141,1024,217,19.113
0000000088,0,car,0.725,436,174,480,203,38.226
0000000088,1,pedestrian,0.347,985,142,1024,216,19.053
0000000089,0,car,0.760,436,173,481,203,38.226
0000000089,1,pedestrian,0.329,987,142,1025,216,18.993
0000000090,0,car,0.712,436,173,479,204,37.987
0000000090,1,pedestrian,0.345,985,140,1024,216,19.053
0000000091,0,car,0.670,437,174,480,205,37.987
0000000091,1,pedestrian,0.373,985,141,1026,217,18.993
0000000092,0,pedestrian,0.827,879,171,921,265,11.511
0000000092,1,car,0.599,437,174,480,205,37.751
0000000092,2,pedestrian,0.332,988,143,1026,217,18.993
0000000093,0,pedestrian,0.964,880,172,935,267,11.555
0000000093,1,car,0.670,438,174,480,205,37.060
0000000093,2,pedestrian,0.386,987,142,1026,216,19.053
0000000094,0,pedestrian,0.974,885,167,942,268,11.577
0000000094,1,car,0.779,439,174,482,205,36.614
0000000094,2,pedestrian,0.414,989,143,1029,218,10.013
0000000095,0,pedestrian,0.969,897,169,950,266,11.511
0000000095,1,car,0.827,438,174,482,205,35.132
0000000095,2,pedestrian,0.460,989,143,1026,219,10.113
0000000096,0,pedestrian,0.925,906,163,955,268,11.511
0000000096,1,car,0.700,439,174,483,206,34.930
0000000096,2,pedestrian,0.474,989,141,1025,218,18.993
0000000097,0,pedestrian,0.888,908,163,960,267,11.666
0000000097,1,car,0.683,439,175,486,206,34.930
0000000097,2,pedestrian,0.415,990,141,1026,219,10.029
0000000098,0,pedestrian,0.841,917,159,974,269,11.577
0000000098,1,car,0.679,440,175,485,207,34.533
0000000099,0,pedestrian,0.825,927,153,977,265,11.643
0000000099,1,car,0.711,442,175,488,207,34.338
0000000099,2,pedestrian,0.311,996,140,1031,219,9.980
0000000100,0,pedestrian,0.891,935,156,984,266,11.711
0000000100,1,car,0.758,441,174,488,207,34.145
0000000101,0,pedestrian,0.864,945,155,988,262,11.733
0000000101,1,car,0.832,442,174,490,207,33.579
0000000101,2,pedestrian,0.459,981,147,1026,268,11.051
0000000102,0,pedestrian,0.902,954,153,997,261,11.756
0000000102,1,car,0.880,442,173,491,207,32.502
0000000102,2,pedestrian,0.790,981,148,1028,266,11.339
0000000103,0,pedestrian,0.918,969,151,1028,265,11.511
0000000103,1,car,0.777,443,174,492,206,32.158
0000000104,0,pedestrian,0.945,968,150,1027,265,11.577
0000000104,1,car,0.874,443,173,505,207,32.244
0000000105,0,car,0.956,445,173,508,208,31.821
0000000105,1,pedestrian,0.873,972,147,1025,264,11.756
0000000106,0,car,0.966,450,172,511,208,31.656
0000000106,1,pedestrian,0.860,979,144,1037,268,11.871
0000000107,0,car,0.982,451,172,513,209,30.931
0000000107,1,pedestrian,0.432,984,143,1037,271,11.802
0000000108,0,car,0.975,456,173,515,209,29.648
0000000109,0,car,0.957,456,173,520,209,29.648
0000000110,0,car,0.968,457,174,528,209,29.504
0000000110,1,pedestrian,0.776,1022,161,1073,254,11.533
0000000111,0,car,0.968,463,174,532,210,29.220
0000000111,1,pedestrian,0.831,1022,153,1078,264,11.577
0000000111,2,pedestrian,0.255,988,152,1017,209,19.113
0000000112,0,car,0.942,464,173,534,209,28.942
0000000112,1,pedestrian,0.809,1035,151,1083,258,11.825
0000000112,2,pedestrian,0.359,989,152,1017,209,19.053
0000000113,0,car,0.908,460,173,543,210,28.535
0000000113,1,pedestrian,0.641,1037,158,1080,251,12.012
0000000113,2,pedestrian,0.301,985,158,1014,216,19.113
0000000114,0,car,0.898,468,175,545,210,28.401
0000000114,1,pedestrian,0.738,1036,148,1084,259,12.131
0000000115,0,pedestrian,0.691,1067,158,1117,249,11.871
0000000115,1,car,0.672,472,176,543,210,27.753
0000000115,2,pedestrian,0.590,1041,159,1092,248,12.156
0000000115,3,pedestrian,0.280,985,160,1013,217,19.113
0000000116,0,car,0.890,483,173,566,211,27.133
0000000116,1,pedestrian,0.716,1066,155,1123,249,11.941
0000000116,2,pedestrian,0.570,1046,158,1096,246,12.229
0000000116,3,pedestrian,0.358,981,143,1015,216,19.173
0000000117,0,car,0.922,488,173,575,211,27.013
0000000117,1,pedestrian,0.694,1071,155,1124,248,12.012
0000000117,2,pedestrian,0.689,1053,152,1095,237,12.254
0000000117,3,pedestrian,0.477,984,144,1018,217,19.053
0000000118,0,car,0.977,490,174,584,212,27.013
0000000118,1,pedestrian,0.779,1082,154,1133,249,12.059
0000000118,2,pedestrian,0.611,984,144,1017,216,19.113
0000000119,0,car,0.974,494,173,597,212,26.657
0000000119,1,pedestrian,0.824,1082,152,1137,250,12.131
0000000119,2,pedestrian,0.562,984,143,1018,217,19.053
0000000120,0,car,0.941,502,172,603,212,26.657
0000000120,1,pedestrian,0.675,1073,151,1132,240,12.328
0000000120,2,pedestrian,0.618,984,143,1020,217,19.053
0000000121,0,pedestrian,0.912,1083,150,1133,239,12.506
0000000121,1,car,0.907,506,171,609,213,27.013
0000000121,2,pedestrian,0.751,1113,150,1155,240,12.131
0000000121,3,pedestrian,0.697,983,143,1018,218,19.113
0000000122,0,pedestrian,0.917,1090,148,1142,239,12.506
0000000122,1,car,0.846,524,171,618,217,25.754
0000000122,2,pedestrian,0.723,983,142,1021,216,19.113
0000000122,3,pedestrian,0.618,1119,150,1164,240,12.205
0000000123,0,car,0.945,533,171,619,216,25.430
0000000123,1,pedestrian,0.650,985,141,1022,217,19.053
0000000123,2,pedestrian,0.531,1115,146,1172,241,12.254
0000000123,3,pedestrian,0.518,1104,150,1139,235,12.480
0000000124,0,car,0.880,541,173,619,216,25.324
0000000124,1,pedestrian,0.773,1132,152,1180,238,12.254
0000000124,2,pedestrian,0.596,984,138,1019,217,19.113
0000000124,3,pedestrian,0.515,1108,150,1141,236,12.532
0000000125,0,car,0.890,550,172,622,215,4.756
0000000125,1,pedestrian,0.656,1123,153,1177,237,12.328
0000000125,2,pedestrian,0.518,982,137,1016,216,19.173
0000000126,0,pedestrian,0.896,1115,140,1174,241,12.584
0000000126,1,car,0.873,559,172,627,214,4.748
0000000126,2,pedestrian,0.507,982,139,1017,217,19.173
0000000127,0,pedestrian,0.809,1118,140,1172,240,12.662
0000000127,1,car,0.775,569,174,621,214,4.748
0000000127,2,pedestrian,0.617,1160,144,1206,238,12.303
0000000127,3,pedestrian,0.426,982,139,1017,216,19.173
0000000128,0,pedestrian,0.801,1159,151,1208,233,12.303
0000000128,1,pedestrian,0.763,1133,142,1181,236,12.610
0000000128,2,pedestrian,0.516,984,139,1019,217,19.113
0000000128,3,pedestrian,0.374,1120,134,1160,229,12.662
0000000129,0,pedestrian,0.716,1137,144,1186,235,12.689
0000000129,1,pedestrian,0.593,1175,152,1222,233,12.303
0000000129,2,pedestrian,0.587,983,139,1020,217,19.053
0000000130,0,pedestrian,0.424,1170,150,1222,234,12.379
0000000130,1,pedestrian,0.395,1140,143,1191,235,12.742
0000000130,2,pedestrian,0.383,984,138,1021,216,19.113
0000000131,0,pedestrian,0.852,1148,143,1193,234,12.904
0000000131,1,pedestrian,0.705,1178,147,1223,234,12.328
0000000131,2,pedestrian,0.418,984,140,1020,218,19.053
0000000132,0,pedestrian,0.780,1176,146,1222,233,12.532
0000000132,1,pedestrian,0.574,1150,144,1193,231,12.987
0000000132,2,pedestrian,0.464,984,140,1021,216,19.053
0000000133,0,pedestrian,0.851,1167,145,1221,234,12.877
0000000133,1,pedestrian,0.425,983,141,1020,217,19.053
0000000134,0,pedestrian,0.580,985,145,1024,217,18.993
0000000134,1,pedestrian,0.501,1172,148,1218,231,12.959
0000000135,0,pedestrian,0.556,985,144,1024,216,18.993
0000000135,1,pedestrian,0.358,1172,148,1217,230,13.043
0000000136,0,pedestrian,0.668,1177,147,1222,230,13.043
0000000136,1,pedestrian,0.473,983,138,1021,217,19.113
0000000137,0,pedestrian,0.448,1182,131,1223,229,13.127
0000000137,1,pedestrian,0.420,983,138,1021,217,19.113
0000000138,0,pedestrian,0.709,1189,136,1223,224,13.127
0000000138,1,pedestrian,0.390,982,139,1021,216,19.053
0000000139,0,pedestrian,0.635,1191,135,1223,227,13.184
0000000140,0,car,0.516,863,175,910,215,22.345
0000000140,1,pedestrian,0.275,980,142,1021,216,19.173
0000000141,0,car,0.560,870,174,932,209,22.345
0000000141,1,pedestrian,0.331,980,144,1020,215,19.234
0000000142,0,car,0.895,866,166,948,211,22.428
0000000143,0,car,0.958,861,166,958,211,22.345
0000000144,0,car,0.945,865,164,983,213,22.345
0000000145,0,car,0.919,866,163,994,214,22.345
0000000146,0,car,0.926,873,162,990,214,22.345
0000000147,0,car,0.782,885,159,1009,215,22.428
0000000148,0,car,0.696,908,159,1015,214,22.345
0000000149,0,car,0.676,939,157,1074,215,22.345
0000000150,0,car,0.795,953,160,1099,213,22.594
0000000151,0,car,0.565,982,160,1125,218,22.345
0000000152,0,car,0.543,1008,158,1142,218,23.376
0000000153,0,car,0.692,1024,156,1158,221,23.558
0000000154,0,car,0.853,1028,156,1178,211,23.742
0000000154,1,pedestrian,0.474,981,149,1019,214,19.053
0000000155,0,car,0.777,1039,155,1208,215,23.835
0000000156,0,car,0.923,1064,152,1219,212,24.119
0000000156,1,pedestrian,0.378,986,149,1020,215,19.053
0000000157,0,car,0.912,1086,155,1222,208,24.119
0000000157,1,pedestrian,0.565,988,149,1026,216,10.013
0000000158,0,car,0.950,1108,156,1224,208,24.808
0000000158,1,pedestrian,0.413,988,148,1028,215,9.996
0000000159,0,car,0.855,1125,155,1220,204,25.115
0000000159,1,pedestrian,0.382,985,146,1024,215,18.993
0000000160,0,car,0.876,1144,151,1220,201,25.324
0000000160,1,pedestrian,0.351,985,148,1024,216,18.993
0000000161,0,car,0.645,1166,161,1220,197,25.430
0000000161,1,pedestrian,0.391,985,146,1023,216,18.993
0000000162,0,car,0.592,1185,160,1223,197,25.645
0000000162,1,pedestrian,0.353,985,146,1023,216,19.053
0000000163,0,pedestrian,0.379,985,145,1024,215,19.053
0000000164,0,pedestrian,0.317,986,147,1026,217,15.309
0000000165,0,pedestrian,0.254,987,147,1026,215,15.119
0000000166,0,pedestrian,0.300,988,147,1027,216,9.996
0000000197,0,car,0.278,441,169,480,195,58.163
0000000198,0,car,0.371,436,168,477,194,57.338
0000000199,0,car,0.420,434,169,476,195,53.315
0000000200,0,car,0.325,436,167,475,196,49.414
0000000201,0,car,0.408,431,165,471,198,47.857
0000000203,0,car,0.691,430,173,472,201,45.021
0000000204,0,car,0.663,427,173,470,201,42.802
0000000205,0,car,0.844,426,173,469,202,42.207
0000000206,0,car,0.840,428,174,469,202,41.629
0000000207,0,car,0.826,425,174,470,203,40.251
0000000208,0,car,0.790,425,173,470,204,38.467
0000000209,0,car,0.860,427,174,473,205,37.987
0000000210,0,car,0.895,424,173,470,207,35.336
0000000211,0,car,0.782,425,174,473,208,35.132
0000000212,0,car,0.893,425,175,473,208,34.533
0000000213,0,car,0.920,430,173,477,208,32.502
0000000214,0,car,0.915,438,174,490,208,31.989
0000000215,0,car,0.797,437,173,511,208,31.492
0000000216,0,car,0.765,443,173,515,208,30.088
0000000217,0,car,0.907,447,171,525,210,29.504
0000000218,0,car,0.962,453,171,541,210,28.942
0000000219,0,car,0.863,464,171,557,210,28.805
