frame,object_id,label,confidence,x1,y1,x2,y2,depth_m
000046,4,pedestrian,0.445,524,137,559,214,18.993
000046,5,cyclist,0.281,408,193,485,274,10.552
000047,0,pedestrian,0.782,740,154,825,369,4.982
000047,1,cyclist,0.657,247,186,446,296,8.899
000047,2,pedestrian,0.535,662,129,772,362,4.874
000047,3,pedestrian,0.459,448,169,528,330,6.883
000047,4,pedestrian,0.440,560,146,592,218,14.933
000047,5,pedestrian,0.257,520,138,551,214,18.934
000047,6,pedestrian,0.251,614,151,644,211,18.759
000048,0,pedestrian,0.687,662,127,778,372,4.763
000048,1,pedestrian,0.562,612,148,641,209,18.817
000048,2,pedestrian,0.447,569,145,593,215,14.610
000048,3,pedestrian,0.423,761,158,830,371,4.874
000048,4,pedestrian,0.395,439,178,516,326,6.844
000048,5,cyclist,0.338,244,188,409,298,8.695
000048,6,pedestrian,0.333,578,153,602,224,14.610
000048,7,pedestrian,0.274,530,137,560,213,18.530
000049,0,pedestrian,0.659,727,136,861,366,4.748
000049,1,pedestrian,0.613,574,144,609,219,14.610
000049,2,pedestrian,0.567,696,106,770,356,4.622
000049,3,pedestrian,0.541,526,135,561,215,18.143
000049,4,pedestrian,0.305,615,154,645,209,18.644
000049,5,cyclist,0.302,246,184,432,302,8.708
000050,0,pedestrian,0.662,573,145,608,216,14.267
000050,1,pedestrian,0.652,750,131,870,367,4.640
000050,2,pedestrian,0.511,523,138,564,215,18.089
000050,3,cyclist,0.394,264,191,437,304,8.621
000050,4,pedestrian,0.367,617,152,649,207,18.875
000050,5,pedestrian,0.343,472,136,497,190,31.492
000051,0,pedestrian,0.665,822,156,895,370,4.553
000051,1,pedestrian,0.570,524,134,560,215,18.089
000051,2,pedestrian,0.515,572,145,602,217,14.102
000051,3,pedestrian,0.467,743,128,863,366,4.495
000051,4,pedestrian,0.403,474,140,502,191,31.169
000051,5,pedestrian,0.387,615,151,644,211,18.143
000051,6,cyclist,0.382,244,185,430,300,8.441
000051,7,pedestrian,0.301,729,102,797,361,4.411
000052,0,pedestrian,0.767,738,129,855,366,4.335
000052,1,pedestrian,0.739,850,157,921,366,4.436
000052,2,pedestrian,0.697,530,136,566,214,18.089
000052,3,pedestrian,0.509,575,146,609,219,14.069
000052,4,pedestrian,0.406,470,136,499,185,31.169
000052,5,cyclist,0.366,339,171,473,321,8.670
000052,6,cyclist,0.329,239,182,412,299,8.292
000053,0,pedestrian,0.851,732,129,863,366,4.218
000053,1,pedestrian,0.679,536,136,568,216,17.982
000053,2,pedestrian,0.663,578,146,611,218,13.876
000053,3,pedestrian,0.610,845,141,958,363,4.348
000053,4,cyclist,0.386,255,184,455,308,8.269
000053,5,pedestrian,0.372,614,150,639,212,18.089
000054,0,pedestrian,0.884,773,123,873,371,4.096
000054,1,pedestrian,0.730,566,145,606,216,17.316
000054,2,pedestrian,0.711,535,135,568,216,17.365
000054,3,pedestrian,0.497,862,133,983,369,4.250
000054,4,cyclist,0.462,326,180,476,293,9.071
000054,5,pedestrian,0.409,611,148,636,213,17.929
000054,6,cyclist,0.360,248,174,417,308,8.191
000054,7,pedestrian,0.317,467,141,495,191,30.852
000055,0,pedestrian,0.774,887,151,1034,367,4.135
000055,1,pedestrian,0.731,541,136,569,214,17.267
000055,2,pedestrian,0.451,780,112,896,373,3.988
000055,3,cyclist,0.429,319,180,479,295,8.808
000055,4,pedestrian,0.388,567,144,603,218,17.267
000055,5,pedestrian,0.295,608,146,640,218,17.415
000056,0,pedestrian,0.810,537,135,570,216,17.267
000056,1,pedestrian,0.793,811,122,923,366,3.879
000056,2,pedestrian,0.692,918,147,1056,372,4.012
000056,3,cyclist,0.655,317,185,478,290,8.873
000056,4,cyclist,0.460,247,204,385,325,7.439
000056,5,pedestrian,0.315,610,143,639,219,13.567
000056,6,pedestrian,0.270,465,140,492,191,30.696
000056,7,pedestrian,0.264,578,149,606,209,17.267
000057,0,pedestrian,0.758,834,120,948,371,3.799
000057,1,pedestrian,0.669,535,134,570,215,17.267
000057,2,pedestrian,0.667,954,131,1071,365,3.929
000057,3,pedestrian,0.588,262,170,352,327,7.253
000057,4,cyclist,0.562,328,178,474,288,9.647
000057,5,pedestrian,0.395,426,140,452,191,31.821
000057,6,pedestrian,0.354,605,150,639,228,13.099
000057,7,pedestrian,0.314,570,151,598,209,17.218
000058,0,pedestrian,0.936,874,120,978,373,3.688
000058,1,pedestrian,0.712,268,153,332,320,7.253
000058,2,cyclist,0.684,310,182,468,291,9.293
000058,3,pedestrian,0.679,987,122,1104,370,3.837
000058,4,pedestrian,0.616,606,143,642,221,13.099
000058,5,pedestrian,0.594,540,135,570,216,17.218
000058,6,pedestrian,0.477,556,144,589,218,17.218
000058,7,cyclist,0.278,405,193,483,274,10.552
000059,0,pedestrian,0.845,1018,126,1142,372,3.749
000059,1,pedestrian,0.803,606,143,641,233,12.904
000059,2,pedestrian,0.785,898,121,1017,374,3.569
000059,3,cyclist,0.686,303,184,470,287,9.408
000059,4,pedestrian,0.682,555,141,590,221,16.652
000059,5,pedestrian,0.669,232,163,298,332,7.193
000059,6,pedestrian,0.487,541,133,574,217,16.697
000059,7,pedestrian,0.391,402,139,429,188,32.158
000060,0,pedestrian,0.807,922,123,1050,363,3.457
000060,1,cyclist,0.688,260,186,472,303,8.873
000060,2,pedestrian,0.592,609,145,648,220,12.662
000060,3,pedestrian,0.527,1040,135,1170,363,3.624
000060,4,pedestrian,0.420,438,139,462,193,31.492
000060,5,pedestrian,0.367,545,135,572,214,16.516
000060,6,pedestrian,0.303,558,145,593,218,16.516
000060,7,cyclist,0.259,256,188,338,311,8.040
000060,8,cyclist,0.258,405,192,483,273,10.552
000061,0,pedestrian,0.873,952,110,1079,369,3.360
000061,1,pedestrian,0.851,1085,134,1217,361,3.538
000061,2,pedestrian,0.795,616,149,653,231,12.610
000061,3,cyclist,0.689,254,187,477,297,9.058
000061,4,pedestrian,0.522,441,140,466,195,30.852
000061,5,pedestrian,0.436,531,131,555,191,16.516
000061,6,pedestrian,0.328,391,141,420,190,31.905
000061,7,pedestrian,0.292,566,150,596,207,16.516
000062,0,cyclist,0.848,253,186,476,293,9.153
000062,1,pedestrian,0.784,974,99,1128,372,3.275
000062,2,pedestrian,0.659,1136,119,1222,368,3.377
000062,3,pedestrian,0.649,620,150,656,226,12.254
000062,4,pedestrian,0.488,443,140,469,195,30.389
000062,5,pedestrian,0.346,557,144,593,217,16.516
000063,0,pedestrian,0.955,622,144,658,244,12.229
000063,1,pedestrian,0.949,999,108,1146,366,3.171
000063,2,pedestrian,0.695,559,144,593,221,16.338
000063,3,cyclist,0.656,252,189,471,293,9.099
000063,4,pedestrian,0.473,438,142,468,193,30.542
000064,0,pedestrian,0.979,627,145,666,244,11.917
000064,1,pedestrian,0.955,1051,115,1197,372,3.033
000064,2,pedestrian,0.707,563,145,597,220,15.869
000064,3,cyclist,0.674,260,196,470,299,8.978
000064,4,pedestrian,0.267,441,139,467,197,29.362
000065,0,pedestrian,0.949,1092,109,1217,366,2.894
000065,1,pedestrian,0.892,630,145,669,244,11.871
000065,2,cyclist,0.707,259,196,469,298,8.978
000065,3,pedestrian,0.599,565,145,598,220,15.828
000065,4,pedestrian,0.317,543,136,572,216,15.828
000065,5,cyclist,0.287,405,195,481,273,10.552
000066,0,pedestrian,0.863,632,145,671,247,11.666
000066,1,cyclist,0.631,249,186,470,293,9.099
000066,2,pedestrian,0.536,1135,66,1220,369,2.784
000066,3,pedestrian,0.518,569,145,602,221,15.828
000066,4,pedestrian,0.253,431,141,461,191,29.081
000067,0,pedestrian,0.873,636,151,673,253,11.511
000067,1,pedestrian,0.759,571,145,605,220,15.705
000067,2,cyclist,0.606,250,188,467,294,9.058
000067,3,pedestrian,0.262,542,140,572,216,15.746
000067,4,cyclist,0.251,407,195,481,273,10.552
000068,0,pedestrian,0.926,644,147,678,254,11.446
000068,1,pedestrian,0.859,575,144,610,222,15.309
000068,2,cyclist,0.626,250,188,469,293,9.071
000068,3,pedestrian,0.504,545,138,573,216,15.348
000068,4,cyclist,0.288,408,195,481,273,10.552
000069,0,pedestrian,0.956,647,144,684,246,11.173
000069,1,pedestrian,0.792,574,144,611,221,15.195
000069,2,cyclist,0.645,252,186,467,294,9.085
000070,0,pedestrian,0.887,650,147,692,256,11.111
000070,1,pedestrian,0.724,570,143,606,220,15.195
000070,2,cyclist,0.613,252,186,469,293,9.099
000070,3,pedestrian,0.380,542,141,576,215,15.157
000070,4,pedestrian,0.260,591,146,617,209,15.195
000071,0,pedestrian,0.903,656,149,701,257,10.873
000071,1,pedestrian,0.766,574,143,607,222,15.195
000071,2,cyclist,0.639,256,188,470,294,9.099
000071,3,pedestrian,0.412,543,139,574,217,15.119
000071,4,pedestrian,0.251,592,146,617,207,15.157
000072,0,pedestrian,0.895,559,138,603,225,14.752
000072,1,pedestrian,0.881,662,149,704,239,10.738
000072,2,cyclist,0.747,252,188,472,294,9.071
000073,0,pedestrian,0.922,665,143,714,267,10.552
000073,1,pedestrian,0.782,564,139,600,224,14.610
000073,2,cyclist,0.645,253,187,468,293,9.099
000073,3,pedestrian,0.420,417,140,449,189,28.535
000073,4,pedestrian,0.350,600,152,636,226,14.645
000073,5,cyclist,0.270,401,193,481,273,10.552
000074,0,pedestrian,0.894,670,145,719,265,10.461
000074,1,pedestrian,0.670,555,138,588,222,14.610
000074,2,cyclist,0.656,254,186,468,294,9.099
000074,3,pedestrian,0.610,600,148,636,226,14.610
000074,4,pedestrian,0.345,420,137,445,191,28.805
000074,5,cyclist,0.314,400,194,482,274,10.552
000075,0,pedestrian,0.886,601,147,634,228,14.575
000075,1,pedestrian,0.874,670,150,726,268,10.267
000075,2,cyclist,0.735,250,186,470,293,9.112
000075,3,pedestrian,0.724,556,137,586,226,14.437
000075,4,cyclist,0.307,400,193,481,274,10.570
000075,5,pedestrian,0.259,417,138,443,189,29.081
000076,0,pedestrian,0.892,601,151,635,227,14.201
000076,1,pedestrian,0.760,557,133,586,230,14.102
000076,2,pedestrian,0.719,687,152,736,267,10.046
000076,3,cyclist,0.659,252,185,467,294,9.112
000076,4,pedestrian,0.390,417,138,444,189,37.518
000076,5,cyclist,0.338,401,192,482,274,10.570
000076,6,pedestrian,0.333,659,152,691,229,14.610
000076,7,pedestrian,0.270,324,143,362,183,21.251
000077,0,pedestrian,0.917,692,151,742,271,9.899
000077,1,pedestrian,0.896,605,147,641,226,14.069
000077,2,cyclist,0.647,288,188,478,291,9.423
000077,3,pedestrian,0.618,664,152,694,228,14.610
000077,4,pedestrian,0.516,560,129,586,231,14.069
000077,5,cyclist,0.281,400,192,481,274,10.552
000078,0,pedestrian,0.952,701,147,750,272,9.740
000078,1,pedestrian,0.890,611,146,647,226,14.069
000078,2,pedestrian,0.740,561,132,588,230,14.004
000078,3,cyclist,0.680,287,186,482,291,9.467
000078,4,pedestrian,0.673,670,152,698,228,14.575
000078,5,cyclist,0.252,262,172,346,298,9.031
000079,0,pedestrian,0.842,714,144,755,269,9.526
000079,1,pedestrian,0.811,607,148,648,227,13.940
000079,2,pedestrian,0.773,666,150,697,230,14.506
000079,3,cyclist,0.722,289,187,481,294,9.394
000079,4,pedestrian,0.463,559,128,590,233,13.720
000079,5,pedestrian,0.385,416,136,442,183,28.009
000079,6,cyclist,0.262,263,172,345,298,9.044
000080,0,pedestrian,0.858,717,148,763,267,9.452
000080,1,pedestrian,0.804,556,137,591,237,13.567
000080,2,pedestrian,0.732,610,151,646,232,13.597
000080,3,cyclist,0.660,288,187,482,294,9.394
000080,4,pedestrian,0.617,666,151,698,229,14.102
000081,0,pedestrian,0.950,717,149,770,285,9.265
000081,1,pedestrian,0.864,612,149,651,234,13.567
000081,2,pedestrian,0.862,556,127,590,235,13.536
000081,3,pedestrian,0.749,674,150,707,230,14.069
000081,4,cyclist,0.647,289,185,480,294,9.438
000081,5,cyclist,0.250,264,172,346,298,9.044
000082,0,pedestrian,0.933,618,146,653,232,13.417
000082,1,pedestrian,0.894,675,148,707,232,14.037
000082,2,pedestrian,0.835,559,126,592,234,13.213
000082,3,pedestrian,0.827,719,148,774,285,9.044
000082,4,cyclist,0.611,287,188,480,292,9.438
000083,0,pedestrian,0.934,622,147,654,232,13.099
000083,1,pedestrian,0.925,738,150,786,285,8.873
000083,2,pedestrian,0.746,679,150,710,232,13.940
000083,3,pedestrian,0.660,557,125,591,228,13.099
000083,4,cyclist,0.578,288,188,482,293,9.408
000083,5,pedestrian,0.346,396,141,427,186,29.220
000084,0,pedestrian,0.965,683,150,718,235,13.597
000084,1,pedestrian,0.958,745,146,797,290,8.758
000084,2,pedestrian,0.952,626,145,655,234,13.099
000084,3,cyclist,0.574,289,189,478,293,9.308
000084,4,pedestrian,0.452,556,138,597,242,13.071
000084,5,pedestrian,0.394,394,139,427,185,29.648
000084,6,cyclist,0.293,406,194,483,274,10.552
000085,0,pedestrian,0.949,627,148,663,237,12.987
000085,1,pedestrian,0.936,750,149,806,295,8.621
000085,2,pedestrian,0.837,557,138,598,242,12.769
000085,3,pedestrian,0.801,682,153,718,236,13.567
000085,4,cyclist,0.670,286,187,481,293,9.423
000085,5,pedestrian,0.428,394,138,428,185,37.288
000086,0,pedestrian,0.966,752,145,816,299,8.430
000086,1,pedestrian,0.959,632,148,670,239,12.689
000086,2,pedestrian,0.877,567,135,605,242,12.662
000086,3,pedestrian,0.790,693,152,723,233,13.506
000086,4,cyclist,0.609,287,189,482,293,9.351
000086,5,pedestrian,0.525,397,138,431,187,30.542
000086,6,cyclist,0.302,404,193,481,274,10.552
000086,7,cyclist,0.251,263,172,346,298,9.031
000087,0,pedestrian,0.919,636,148,669,237,12.662
000087,1,pedestrian,0.904,764,147,813,298,8.236
000087,2,pedestrian,0.778,579,136,610,241,12.610
000087,3,pedestrian,0.754,695,151,724,233,13.184
000087,4,cyclist,0.663,286,188,479,293,9.408
000087,5,pedestrian,0.419,397,138,432,185,29.362
000088,0,pedestrian,0.941,636,147,671,239,12.480
000088,1,pedestrian,0.878,578,135,611,244,12.303
000088,2,pedestrian,0.864,782,143,827,300,8.082
000088,3,pedestrian,0.857,697,150,727,234,13.099
000088,4,cyclist,0.663,285,186,479,294,9.394
000088,5,pedestrian,0.367,398,140,428,185,29.220
000088,6,cyclist,0.256,263,172,346,298,9.044
000089,0,pedestrian,0.923,576,135,612,244,12.254
000089,1,pedestrian,0.880,635,144,671,242,12.254
000089,2,pedestrian,0.855,790,144,837,294,7.914
000089,3,pedestrian,0.791,699,151,732,238,13.099
000089,4,cyclist,0.674,284,189,482,295,9.293
000089,5,pedestrian,0.271,398,140,429,184,29.940
000089,6,cyclist,0.261,264,174,346,297,9.044
000090,0,pedestrian,0.927,791,156,858,311,7.752
000090,1,pedestrian,0.895,582,136,620,247,12.107
000090,2,pedestrian,0.846,704,150,733,241,12.877
000090,3,pedestrian,0.754,632,146,673,242,12.229
000090,4,cyclist,0.722,285,188,481,296,9.293
000090,5,cyclist,0.288,264,175,347,296,9.031
000091,0,pedestrian,0.977,796,152,863,318,7.588
000091,1,pedestrian,0.922,709,151,737,236,12.662
000091,2,pedestrian,0.915,583,136,621,249,11.871
000091,3,cyclist,0.777,286,188,480,291,9.408
000091,4,pedestrian,0.776,627,142,676,249,11.917
000091,5,cyclist,0.302,264,175,346,296,9.031
000092,0,pedestrian,0.939,809,149,874,318,7.394
000092,1,pedestrian,0.893,590,134,623,248,11.802
000092,2,pedestrian,0.877,712,159,741,242,12.662
000092,3,pedestrian,0.684,631,145,679,247,11.871
000092,4,cyclist,0.677,287,187,478,290,9.423
000092,5,cyclist,0.299,406,194,482,273,10.552
000092,6,cyclist,0.255,264,175,346,296,9.044
000093,0,pedestrian,0.876,834,154,893,314,7.210
000093,1,pedestrian,0.868,718,157,747,245,12.429
000093,2,pedestrian,0.733,626,136,665,249,11.688
000093,3,pedestrian,0.672,589,132,626,251,11.533
000093,4,cyclist,0.642,287,187,476,291,9.438
000093,5,pedestrian,0.431,644,145,678,246,11.621
000093,6,cyclist,0.292,405,193,483,274,10.552
000094,0,pedestrian,0.762,842,157,913,336,7.051
